split_train,epochs,False,True
0.6,10,0.9309816994353356,0.9188833707508446
0.6,20,0.9517314103000204,0.9594870399346895
0.6,30,0.9525024378075606,0.9672880241286255
0.7,10,0.915565567078886,0.9469658029208115
0.7,20,0.9624769449399813,0.9692951954766729
0.7,30,0.9723036918332174,0.9742992773561515
0.8,10,0.9398838949612227,0.939793187899678
0.8,20,0.9556896004353939,0.9626513674089527
0.8,30,0.9707923261825935,0.970996417071069
