split_train,epochs,False,True
0.6,10,0.5577163433707786,0.7149858117470129
0.6,20,0.7166520831902323,0.8179201175257196
0.6,30,0.7227725029698954,0.8471911588561364
0.7,10,0.5121987935681873,0.7813321193810367
0.7,20,0.8007454516925492,0.8526141922583212
0.7,30,0.862123276970591,0.8753673658466381
0.8,10,0.6055393956690438,0.7683147197760611
0.8,20,0.7630679124641754,0.8336620804607522
0.8,30,0.8564650871704849,0.8630331232366442
