Train Split,Epochs,Raw_F1,Balanced_F1,Improvement_%
0.6,10,0.6720959650365353,0.7769422772873583,15.6
0.6,20,0.7780531249161714,0.845565147806496,8.68
0.6,30,0.78213340476928,0.8650791753601074,10.61
0.7,10,0.6442865623958623,0.8237087796044286,27.85
0.7,20,0.8366510011454369,0.8712301615226182,4.13
0.7,30,0.8775695513307982,0.8863989439148295,1.01
0.8,10,0.7047995205556162,0.81449633343034,15.56
0.8,20,0.8098185317523706,0.8580612405534674,5.96
0.8,30,0.8288070473240458,0.8776419357373954,5.89
